Annee,FORMATION,DATE_DEB_CONTRAT,DATE_FIN_CONTRAT,NOM_ENTREPRISE,CP_ENTREPRISE,FORME_JURIDIQUE_ENTREPRISE,VILLE_ENTREPRISE,Lat,Long,FORMATION_COMPLET,Type
2020-2022,M MISRH 2A,01/09/2020,23/09/2022,GRID SOLUTIONS,34070,SAS,MONTPELLIER,"43,61344091","3,868516579",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M GRH SAC 2A,04/10/2021,23/09/2022,GROUPEMENT D EMPLOYEURS PROFESSION SPO,34070,Groupement d'employeurs,MONTPELLIER,"43,61344091","3,868516579",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social, 
2021-2022,LP DGDIN EAD,13/09/2021,12/09/2022,EPPDCSI - UNIVERSCIENCE,75019,EPIC,PARIS 19,"48,88686862","2,384694328",Licence professionnelle DGIN EAD (on ne sait pas quel intitulé développé!),Public
2021-2022,M MIASHS 2A,04/01/2021,30/09/2022,CONSEIL DEPARTEMENTAL DE L'HERAULT,34070,Collectivité Territoriale,MONTPELLIER,"43,61344091","3,868516579",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Public
2021-2022,M COMPAC 1A,01/09/2021,11/09/2023,AQUA-VALLEY PÔLE EAU,34070,Association,MONTPELLIER,"43,61344091","3,868516579","M1 Information-Communication parcours Communication publique, associative et culturelle",Association
2021-2022,M MIASHS 1A,02/11/2021,30/09/2023,STE D'ENTRETIEN ET DE RESTAURATION DU,84250,SASU,LE THOR,"43,92823983","4,993241234",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales, 
2021-2022,M MIASHS 1A,01/09/2021,01/09/2023,INST NATIONAL RECHERCHE AGRONOMIQUE,34070,EPST,MONTPELLIER,"43,61344091","3,868516579",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales, 
2021-2022,M GIMD 2A EAD,06/09/2021,23/09/2022,MODELE DEPOSE,66100,SARL,PERPIGNAN,"42,69659541","2,89936954",M2 Information-Documentation parcours Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD) EAD,Privé
2021-2022,M ESEEC 1A,01/09/2021,30/09/2023,GROUPAMA MEDITERRANNEE,34070,Syndicat professionnel,MONTPELLIER,"43,61344091","3,868516579","M1 Gestion des Ressources Humaines parcours  expertise socio-économique, emplois et compétences", 
2021-2022,M COMPAC 1A,01/09/2021,11/09/2023,CHU DE MONTPELLIER,34070,Administration d'Etat,MONTPELLIER,"43,61344091","3,868516579","M1 Information-Communication parcours Communication publique, associative et culturelle",Public
2021-2022,M PTO 2A,01/10/2021,30/09/2022,MICRO-CONTROLE - SPECTRA PHYSICS,45340,SAS,BEAUNE LA ROLANDE,"48,10920996","2,48643135",M2 Psychologie sociale du travail et des organisations ,Privé
2021-2022,M COP 2A,02/09/2021,06/09/2022,PASSEURS-CULTURES/IMAGES PACIM,34080,Association,MONTPELLIER,"43,61344091","3,868516579",M2 Cangement Organisationnel et Personnel ,Association
2021-2022,M IDS PIDT 1A,30/08/2021,23/09/2023,CAISSE D ALLOCATIONS FAMILIALES DU GAR,30000,Etablissement Public National à caractère administratif,NIMES,"43,84493839","4,34806797",M1 Intervention et développement social parcours PIDT, 
2021-2022,LP DGDIN,01/09/2021,31/08/2022,UNIVERSITE PAUL VALERY MONTPELLIER 3,34199,Administration d'Etat,MONTPELLIER CEDEX 5,"43,46299017","3,416516521",#N/A,Public
2021-2022,M IDS PIDT 2A,01/11/2021,31/10/2022,VRAC & COCINAS - COOPERATIONS CITOYENN,34080,Association,MONTPELLIER,"43,61344091","3,868516579",M2 Intervention et développement social parcours PIDT,Association
2021-2022,LP ANIMATION,07/09/2021,30/08/2022,ASSOCIATION VIE ET CULTURE,64121,Association,SERRES CASTET,"43,36512747","-0,350467487","L PROmétiers de l'animation sociale , socio-éducative et socioculturelle",Association
2021-2022,M CNO 1A,01/09/2021,06/09/2022,DIRECTION INTERREGIONALE DES DOUANES O,34000,Administration d'Etat,MONTPELLIER,"43,61344091","3,868516579",M1 Information-Communication parcours Communication numérique et organisations,Public
2021-2022,M CAMD 2A,03/09/2021,31/10/2022,GROUP PROGRAMMATION CINEMAS INDEPENDAN,12100,SARL,MILLAU,"44,09647837","2,979619131",M2 Cinéma et Audiovisuel Métiers de la diffusion,Privé
2021-2022,M DDT 2A,13/09/2021,17/09/2022,COTTAGEPARKS MEDITERRANEE,34470,SAS,PEROLS,"43,56066427","3,951757085",M2 Tourisme parcours Tourisme et Développement Durable,Privé
2020-2022,M MISRH 2A,01/09/2020,23/09/2022,SECRÉTARIAT GÉNÉRAL COMMUN DE VAUCLUSE,84000,Administration d'Etat,AVIGNON CEDEX 9,"43,93524483","4,840715725",M1 Gestion des Ressources Humaines parcours Management international et RH,Public
2021-2022,M GE 2A,25/10/2021,09/09/2022,"SAVE (SABLE, VAGUE, ENVIRONNEMENT)",34110,Association,FRONTIGNAN,"43,44824589","3,749235224",M2 Gestion de l'environnement,Association
2021-2022,M GE 2A,06/09/2021,09/09/2022,PREFECTURE DE L'HERAULT,34070,Administration d'Etat,MONTPELLIER,"43,61344091","3,868516579",M2 Gestion de l'environnement,Public
2021-2022,M MIASHS 1A,01/09/2021,01/09/2023,ORANO CE TRICASTIN,26700,SA,PIERRELATTE,"44,39103213","4,749955216",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M MIASHS 1A,09/08/2021,01/09/2023,TZAV DESIGN,84000,SARL,AVIGNON,"43,93524483","4,840715725",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,LP DGDIN,01/09/2021,31/08/2022,ECOUTER LE BRUIT,78300,ERL,POISSY,"48,92353594","2,027155528",#N/A, 
2021-2022,M CAMD 2A,02/11/2021,16/09/2022,ASS OLYMPIA CINEMA ET SPECTACLE,32600,Association,L ISLE JOURDAIN,"43,55855842","1,073816515",M2 Cinéma et Audiovisuel Métiers de la diffusion,Association
2020-2022,M GRH SAC 2A,01/09/2020,30/09/2022,RM AUDIT & EXPERTISE,34070,SARL,MONTPELLIER,"43,61344091","3,868516579",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Privé
2021-2022,LP ANIMATION,01/07/2021,30/06/2022,LIGUE DE L ENSEIGNEMENT DU GARD,30900,Association,NIMES,"43,84493839","4,34806797","L PROmétiers de l'animation sociale , socio-éducative et socioculturelle",Association
2021-2022,M COMPAC 1A,01/12/2021,30/11/2023,AGENCE REGIONALE DE SANTE OCCITANIE,34070,Administration d'Etat,MONTPELLIER,"43,61344091","3,868516579","M1 Information-Communication parcours Communication publique, associative et culturelle",Public
2021-2022,M COMPAC 2A,01/02/2021,05/09/2022,BASSE COUR,30000,Association,NIMES,"43,84493839","4,34806797","M2 Information-Communication parcours Communication publique, associative et culturelle",Association
2021-2022,M MISRH 2A,13/09/2021,23/09/2022,NORAUTO FRANCE,34540,SAS,BALARUC LE VIEUX,"43,44690071","3,690720868",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M MIASHS 1A,29/11/2021,31/10/2023,INTRADO DIGITAL MEDIA FRANCE,75009,,PARIS 9E,"48,87689616","2,337460241",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales, 
2021-2022,M GE 2A,06/09/2021,09/09/2022,CONSERVATOIRE D'ESPACES NATURELS RA,69390,Association,VOURLES,"45,65080302","4,789795723",M2 Gestion de l'environnement,Association
2021-2022,M IDS PIDT 2A,18/10/2021,14/10/2022,ASSOCIATION DEFI,34070,Association,MONTPELLIER,"43,61344091","3,868516579",M2 Intervention et développement social parcours PIDT,Association
2021-2022,M CNO 1A,06/12/2021,11/09/2023,APACHES,34000,SAS,MONTPELLIER,"43,61344091","3,868516579",M1 Information-Communication parcours Communication numérique et organisations,Privé
2021-2022,M GIMD 1A EAD,01/10/2021,30/09/2023,COMITE DEPARTEMENTAL D EDUCATION POUR,34070,Association,MONTPELLIER,"43,61344091","3,868516579",M1 Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD),Association
2021-2022,M CNO 1A,22/11/2021,30/09/2023,HORYZON MEDIA,92130,SAS,ISSY LES MOULINEAUX,"48,82347434","2,264498233",M1 Information-Communication parcours Communication numérique et organisations,Privé
2021-2022,M MIASHS 1A,30/08/2021,01/09/2023,SANOFI AVENTIS RECHERCHE DEVELOPPEMENT,34070,SA,MONTPELLIER,"43,61344091","3,868516579",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M CNO 2A,01/02/2021,30/09/2022,APSARA MEDIA,13300,ERL,SALON DE PROVENCE,"43,64628852","5,068146496",M2 Information-Communication parcours Communication numérique et organisations, 
2021-2022,M CAMD 2A,17/09/2021,16/09/2022,GINDOU CINEMA,46250,Association,GINDOU,"44,5993732","1,245537518",M2 Cinéma et Audiovisuel Métiers de la diffusion,Association
2021-2022,M MISRH 1A,01/09/2021,22/09/2023,GEST'RH,76620,SARL,LE HAVRE,"49,4984525","0,1401537192",M2 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M GRH SAC 2A,01/09/2021,23/09/2022,IMERYS PCC FRANCE,13129,SAS,ARLES,"43,54686924","4,662156426",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Privé
2021-2022,M MAVINUM 1A,01/11/2021,29/09/2023,HAIR FSY,94130,SAS,NOGENT SUR MARNE,"48,83666347","2,481667415","M1 Information-Documentation parcours management et valorisation de l'information de l'information numérique : métiers de la données, de l'information numérique (MAVINUM)",Privé
2021-2022,M MAVINUM 1A,15/10/2021,30/09/2023,CONSEIL DEPARTEMENTAL DE L'HERAULT,34070,Collectivité Territoriale,MONTPELLIER,"43,61344091","3,868516579","M1 Information-Documentation parcours management et valorisation de l'information de l'information numérique : métiers de la données, de l'information numérique (MAVINUM)",Public
